series_id,segment,rfm_score
CXUMISCLB1005M,Lost,3.0
CXUHOMEOWNLB1210M,Lost,3.0
CXUINCBFTAXLB1303M,Lost,3.0
CXU900000LB0610M,Lost,3.0
CXU980030LB0609M,Lost,3.0
CXUOTHLODGELB0405M,Lost,3.0
CXUMENBOYSLB1205M,Lost,3.0
CXUHHPERSRVLB0402M,Lost,3.0
CXUFLOORCOVLB0610M,Lost,3.0
CXU980240LB0408M,Lost,3.0
CXUDAIRYLB1002M,Lost,3.0
CXUHHFURNSHLB0610M,Lost,3.0
CXUHLTHINSRLB1307M,Lost,3.0
CXUINCAFTAXLB0404M,Lost,3.0
CXUFURNITURLB0609M,Lost,3.0
CXUHOMEOWNLB1309M,Lost,3.0
CXUAPPARELLB0610M,Lost,3.0
CXUALCBEVGLB1003M,Lost,3.0
CXUMAJAPPLLB1005M,Lost,3.0
CXUOTHAPPRLLB1304M,Lost,3.0
CXU980060LB1608M,Lost,3.0
CXUMILKCRMLB1207M,Lost,3.0
CXU980220LB1210M,Lost,3.0
CXUMRTPRINPLB1305M,Lost,3.0
CXU080110LB0406M,Lost,3.0
CXUGASOILLB0405M,Lost,3.0
CXU980286LB1203M,Lost,3.0
CXUGIRLSLB1005M,Lost,3.0
CXUAPPARELLB0603M,Lost,3.0
CXUCONSUNITLB1202M,Lost,3.0
CXU900000LB1304M,Lost,3.0
CXUINCAFTAXLB1004M,Lost,3.0
CXUOTHREGINLB0403M,Lost,3.0
CXUMEDSERVSLB0406M,Lost,3.0
CXUHHOTHXPNLB0607M,Lost,3.0
CXUMRTPRINPLB0405M,Lost,3.0
CXUMENBOYSLB0904M,Lost,3.0
CXUHLTHINSRLB1308M,Lost,3.0
CXUAPPARELLB1204M,Lost,3.0
CXUHHOPERLB1305M,Lost,3.0
CXUFURNITURLB1309M,Lost,3.0
CXUNEWCARSLB1302M,Lost,3.0
CXUCHGLIABLB0407M,Lost,3.0
CXU980230LB1210M,Lost,3.0
CXUFISHSEALB1606M,Lost,3.0
CXUFOODAWAYLB0904M,Lost,3.0
CXUANIMALLB0903M,Lost,3.0
CXUMISCLB0904M,Lost,3.0
CXUENTEROTHLB1205M,Lost,3.0
CXU270102LB0610M,Lost,3.0
CXU080110LB0607M,Lost,3.0
CXUFLOORCOVLB0406M,Lost,3.0
CXUOTHRFOODLB0409M,Lost,3.0
CXU080110LB0904M,Lost,3.0
CXULAUNDRYLB1202M,Lost,3.0
CXUANIMALLB0409M,Lost,3.0
CXUEDUCATNLB0403M,Lost,3.0
CXU980030LB1209M,Lost,3.0
CXUINCBEFTXLB0402M,Lost,3.0
CXUGASOILLB1208M,Lost,3.0
CXUANIMALLB0603M,Lost,3.0
CXUDAIRYLB0408M,Lost,3.0
CXUMENSLB0604M,Lost,3.0
CXUFRSHFRUTLB1603M,Lost,3.0
CXU980030LB0405M,Lost,3.0
CXUMISCHHEQLB0408M,Lost,3.0
CXUFEESADMLB1004M,Lost,3.0
CXUINCBFTAXLB0604M,Lost,3.0
CXUHKPGSUPPLB0607M,Lost,3.0
CXU900000LB1602M,Lost,3.0
CXUCAREPAIRLB0903M,Lost,3.0
CXUCONSUNITLB1607M,Lost,3.0
CXUCONSUNITLB1604M,Lost,3.0
CXUCONSUNITLB1608M,Lost,3.0
CXUINFANTLB0609M,Lost,3.0
CXUMILKCRMLB1307M,Lost,3.0
CXUANIMALLB0905M,Lost,3.0
CXUINCAFTTXLB1204M,Lost,3.0
CXUNALCBEVGLB1210M,Lost,3.0
CXU980350LB0902M,Lost,3.0
CXUNATRLGASLB0606M,Lost,3.0
CXUOTHRFOODLB0402M,Lost,3.0
CXUCONSUNITLB1609M,Lost,3.0
CXUCASHCONTLB1004M,Lost,3.0
CXUNATRLGASLB1205M,Lost,3.0
CXUCEREALLB1309M,Lost,3.0
CXU980020LB0607M,Lost,3.0
CXU980240LB1302M,Lost,3.0
CXU980350LB1206M,Lost,3.0
CXU980230LB1302M,Lost,3.0
CXUINCBFTAXLB0610M,Lost,3.0
CXU980350LB0905M,Lost,3.0
CXUOTHBNFTSLB1005M,Lost,3.0
CXU980270LB1307M,Lost,3.0
CXU980020LB1305M,Lost,3.0
CXUNATRLGASLB1207M,Lost,3.0
CXUINSPENSNLB0403M,Lost,3.0
CXUALCBEVGLB0604M,Lost,3.0
CXU980010LB0404M,Lost,3.0
CXUOTHREGINLB0402M,Lost,3.0
CXUINCAFTAXLB0606M,Lost,3.0
CXUFLOORCOVLB0605M,Lost,3.0
CXUMAJAPPLLB0404M,Lost,3.0
CXUBAKERYLB0606M,Lost,3.0
CXUBEEFLB1307M,Lost,3.0
CXUINCAFTAXLB0408M,Lost,3.0
CXUDRUGSLB0404M,Lost,3.0
CXUOTHRINCLB0602M,Lost,3.0
CXUFOODTOTLLB1303M,Lost,3.0
CXUFLOORCOVLB0403M,Lost,3.0
CXUFATSOILSLB1005M,Lost,3.0
CXU500110LB1605M,Lost,3.0
CXUFOOTWEARLB0609M,Lost,3.0
CXUMISCLB1204M,Lost,3.0
CXUMENBOYSLB1210M,Lost,3.0
CXUDAIRYLB0607M,Lost,3.0
CXUFEESADMLB1005M,Lost,3.0
CXUOTHRINCLB0608M,Lost,3.0
CXUMISCLB0603M,Lost,3.0
CXUOTHDAIRYLB0607M,Lost,3.0
CXUFLOORCOVLB0402M,Lost,3.0
CXU220211LB1203M,Lost,3.0
CXU500110LB1205M,Lost,3.0
CXUHOUSINGLB0905M,Lost,3.0
CXUFOODHOMELB0402M,Lost,3.0
CXU500110LB1608M,Lost,3.0
CXUFEESADMLB0905M,Lost,3.0
CXUCHGLIABLB0604M,Lost,3.0
CXU980320LB0604M,Lost,3.0
CXUMEDSERVSLB0403M,Lost,3.0
CXUFLOORCOVLB0404M,Lost,3.0
CXUDRUGSLB1608M,Lost,3.0
CXUANIMALLB1207M,Lost,3.0
CXU980286LB1603M,Lost,3.0
CXU980230LB1207M,Lost,3.0
CXUINCAFTTXLB1605M,Lost,3.0
CXU270102LB1204M,Lost,3.0
CXUOTHRINCLB1302M,Lost,3.0
CXU270102LB1206M,Lost,3.0
CXUHEALTHLB0609M,Lost,3.0
CXUFOOTWEARLB0902M,Lost,3.0
CXUCEREALLB0409M,Lost,3.0
CXUMRTPRINPLB0905M,Lost,3.0
CXUFOODAWAYLB1205M,Lost,3.0
CXU980310LB1308M,Lost,3.0
CXUEDUCATNLB1307M,Lost,3.0
CXULIFEINSRLB1303M,Lost,3.0
CXUOTHLODGELB1002M,Lost,3.0
CXULAUNDRYLB1004M,Lost,3.0
CXUDRUGSLB0405M,Lost,3.0
CXUCHGLIABLB1209M,Lost,3.0
CXUCAREPAIRLB1305M,Lost,3.0
MSPUS,Champions,12.0
ASPUS,Champions,12.0
EXHOSLUSM495S,Champions,13.0
EXHOSLUSM495N,Champions,13.0
HOSINVUSM495N,Champions,13.0
HSN1F,Champions,13.0
HSN1FNSA,Champions,13.0
HSN1FA,Champions,11.0
HOSSUPUSM673N,Champions,13.0
HOSMEDUSM052N,Champions,13.0
MSPNHSUS,Champions,13.0
MSPNHSUSA,Champions,11.0
EXSFHSUSM495S,Champions,13.0
HNFSEPUSSA,Champions,13.0
EXSFHSUSM495N,Champions,13.0
HSFMEDUSM052N,Champions,13.0
NHFSEPCS,Champions,13.0
RSFHFS,Champions,13.0
NHFSEPC,Champions,13.0
NHFSEPCA,Champions,9.0
RSFHFSN,Champions,13.0
MARTSMPCSM442USS,Champions,11.0
MARTSMPCSM442USN,Champions,11.0
MRTSSM442USN,Champions,13.0
MRTSSM442USS,Champions,13.0
ASPNHSUS,Champions,13.0
ASPNHSUSA,Champions,9.0
MRTSMPCSM442USN,Champions,11.0
MRTSMPCSM442USS,Champions,11.0
HSFINVUSM495N,Champions,13.0
HSFSUPUSM673N,Champions,13.0
MSPNE,Champions,12.0
SPSNSAUS,Champions,13.0
HNFSUSNSA,Champions,13.0
HNFSUSNSAA,Loyal,7.0
MRTSSM4541USS,Champions,13.0
MSPS,Champions,12.0
MSPMW,Champions,12.0
ESALEUSQ176N,Champions,12.0
HSTFC,Champions,12.0
NHFSEPUCS,Champions,13.0
NHFSEPNTS,Champions,13.0
NHFSEPNT,Champions,11.0
NHFSEPUC,Champions,11.0
NHFSEPUCA,Loyal,7.0
NHFSEPNTA,Lost,3.0
MSPW,Champions,12.0
MNMFS,Champions,13.0
MNMFSA,Lost,3.0
NHSUSSPT,Champions,13.0
NHSDPTS,Champions,13.0
EXHOSLUSNEM495S,Champions,13.0
NHSDPT,Champions,11.0
NHSUSSPTA,Champions,9.0
NHSUSSPTQP,Loyal,8.0
NHSUSSPTP,Loyal,9.0
NHSUSSPTAP,Lost,3.0
NHSDPTA,Lost,3.0
EXHOSLUSNEM495N,Champions,11.0
HOSMEDUSMWM052N,Champions,13.0
NHSDPCS,Champions,13.0
NHSDPC,Champions,13.0
NHSDPCA,Lost,3.0
EXHOSLUSSOM495S,Champions,13.0
ASPNE,Champions,12.0
ASPS,Champions,12.0
NHFSEPTS,Champions,13.0
EXHOSLUSSOM495N,Champions,11.0
SPCS20RPSNSA,Champions,13.0
NHFSEPT,Loyal,9.0
NHFSEPTA,Lost,3.0
MRTSSM4423XUSS,Champions,11.0
MRTSSM4423XUSN,Champions,11.0
MRTSMPCSM4423XUSS,Loyal,9.0
MRTSMPCSM4423XUSN,Lost,5.0
EXHOSLUSWTM495S,Champions,13.0
SPDNSAUS,Champions,13.0
EXHOSLUSMWM495S,Champions,13.0
ASPMW,Champions,12.0
EXHOSLUSWTM495N,Champions,11.0
EXHOSLUSMWM495N,Champions,11.0
HNFSS,Champions,13.0
HNFSSA,Champions,9.0
SPTNSAUS,Champions,13.0
ASPW,Champions,12.0
NHSDPNSS,Champions,11.0
NHSDPNS,Champions,11.0
NHSDPNSA,Lost,3.0
SPTNSAWE,Champions,11.0
MSRSUSA442,Champions,11.0
R4232IM163SCEN,Champions,11.0
R4232IM163NCEN,Champions,11.0
S4232SM144SCEN,Champions,11.0
P4232MM157SCEN,Loyal,9.0
S4232SM144NCEN,Loyal,9.0
HOUSTPFST1FQ,Champions,12.0
M4232MM157NCEN,Lost,5.0
HOSAVGUSM052N,Champions,11.0
HSTFFHAI,Champions,10.0
HSN1FS,Champions,11.0
HSN1FSA,Lost,3.0
EXSFHSUSWTM495S,Champions,11.0
EXSFHSUSWTM495N,Lost,5.0
HSTFCM,Champions,10.0
I4232IM144SCEN,Champions,11.0
T4232MM157NCEN,Loyal,9.0
SPCS10RPSNSA,Champions,11.0
EXSFHSUSSOM495S,Champions,11.0
O4232MM157SCEN,Lost,5.0
I4232IM144NCEN,Lost,5.0
HOSMEDUSNEM052N,Champions,11.0
HOSMEDUSSOM052N,Champions,11.0
EXSFHSUSSOM495N,Loyal,9.0
HSFAVGUSM052N,Champions,11.0
HSN1FW,Champions,11.0
HSFMEDUSMWM052N,Champions,11.0
NHSDPUCS,Champions,11.0
NHSDPUC,Champions,11.0
NHSDPUCA,Lost,3.0
HSN1FWA,Lost,3.0
MSRSFL442,Champions,11.0
DAXRPSNSA,Champions,11.0
EXSFHSUSMWM495S,Champions,11.0
EXSFHSUSNEM495S,Champions,11.0
HOSMEDUSWTM052N,Champions,11.0
EXSFHSUSMWM495N,Loyal,9.0
EXSFHSUSNEM495N,Loyal,9.0
HNFSNE,Champions,11.0
HSN1FNE,Champions,11.0
HSFMEDUSNEM052N,Champions,11.0
HSFMEDUSWTM052N,Champions,11.0
HSFMEDUSSOM052N,Champions,11.0
NHSUSSP30T39,Champions,11.0
NHSUSSP30T39QP,Loyal,8.0
HNFSNEA,Lost,3.0
NHSUSSP30T39P,Lost,5.0
NHSUSSP30T39Q,Lost,4.0
NHSUSSP30T39AP,Lost,3.0
NHSUSSP30T39A,Lost,3.0
HSN1FNEA,Lost,3.0
ISRTNSAUS,Champions,11.0
MIXRPSNSA,Champions,11.0
SEXRPSNSA,Champions,11.0
SDXRPSNSA,Champions,11.0
SPSNSASO,Champions,11.0
SPTNSAMW,Champions,11.0
MRTSSM4422USN,Champions,11.0
NHSUSSP75O,Champions,11.0
HNFSW,Champions,11.0
HOUSTPFS1FQ,Champions,10.0
NHSUSSPU30,Champions,11.0
NHSUSSP75OAP,Loyal,7.0
HNFSWA,Lost,3.0
NHSUSSPU30PQ,Lost,4.0
NHSUSSPU30P,Lost,5.0
NHSUSSPU30AP,Lost,3.0
NHSUSSPU30A,Lost,3.0
NHSUSSPU30Q,Lost,4.0
NHSUSSP75OQ,Lost,4.0
NHSUSSP75OQP,Lost,4.0
NHSUSSP75OP,Lost,5.0
NHSUSSP75OA,Lost,3.0
CSUSHPINSA,Champions,13.0
MSRSWA442,Champions,11.0
MRTSMPCSM4422USN,Lost,5.0
CHXRPSNSA,Loyal,9.0
PHXRPSNSA,Loyal,9.0
ATXRPSNSA,Loyal,9.0
LVXRPSNSA,Loyal,9.0
LXXRPSNSA,Loyal,9.0
CRXRPSNSA,Loyal,9.0
SFXRPSNSA,Loyal,9.0
NYXRPSNSA,Loyal,9.0
SPSNSAMW,Loyal,9.0
SPSNSANE,Loyal,9.0
SPTNSASO,Loyal,9.0
SPSNSAWE,Loyal,9.0
SPTNSANE,Loyal,9.0
CSUSHPISA,Champions,13.0
NHSUSSPTQ,Champions,10.0
HNFSMW,Champions,11.0
HSN1FMW,Champions,11.0
ERNTSLDUSQ176N,Champions,10.0
NHSUSSP80T99P,Loyal,9.0
HNFSMWA,Lost,3.0
NHSUSSP80T99AP,Lost,3.0
NHSUSSP80T99,Lost,5.0
NHSUSSP80T99A,Lost,3.0
HSN1FMWA,Lost,3.0
HOUSTPFST2UMQ,Champions,10.0
MSRSAZ442,Loyal,9.0
MSRSHI442,Loyal,9.0
MSRSIL442,Loyal,9.0
MSRSMA442,Loyal,9.0
CXU910050LB1205M,Loyal,7.0
SFXRCPSNSA,Champions,11.0
NYXRCPSNSA,Champions,11.0
ISRSNSAUS,Lost,5.0
ISRMNSAUS,Lost,5.0
DNXRPSNSA,Lost,5.0
CEXRPSNSA,Lost,5.0
MNXRPSNSA,Lost,5.0
TPXRPSNSA,Lost,5.0
WDXRPSNSA,Lost,5.0
POXRPSNSA,Lost,5.0
BOXRPSNSA,Lost,5.0
DEXRPSNSA,Lost,5.0
HOSAVGUSWTM052N,Lost,5.0
HOSAVGUSSOM052N,Lost,5.0
HOSAVGUSNEM052N,Lost,5.0
HOSAVGUSMWM052N,Lost,5.0
SPDNSASO,Lost,5.0
SPDNSAWE,Lost,5.0
SPDNSAMW,Lost,5.0
SPDNSANE,Lost,5.0
SPRTNSAUS,Champions,11.0
MSPTFFHAI,Champions,10.0
MSPTFC,Champions,10.0
HSFAVGUSWTM052N,Lost,5.0
HSFAVGUSMWM052N,Lost,5.0
HSFAVGUSSOM052N,Lost,5.0
HSFAVGUSNEM052N,Lost,5.0
COMPPFST2UMQ,Champions,10.0
ASPTFC,Champions,10.0
HSN1FSNSA,Champions,11.0
HSN1FMWNSA,Champions,11.0
NHSUSSP100O,Loyal,9.0
NHSUSSP40T49,Loyal,9.0
NHSMWSP50T59QP,Loyal,8.0
NHSNESP60T79Q,Loyal,8.0
NHSNESP60T79A,Loyal,7.0
NHSUSSP100OP,Lost,5.0
NHSUSSP100OQP,Lost,4.0
NHSUSSP100OA,Lost,3.0
NHSUSSP100OQ,Lost,4.0
NHSUSSP40T49P,Lost,5.0
NHSUSSP40T49Q,Lost,4.0
NHSUSSP40T49AP,Lost,3.0
NHSUSSP40T49QP,Lost,4.0
NHSNESPU30QP,Lost,4.0
NHSUSSP40T49A,Lost,3.0
NHSNESPU30Q,Lost,4.0
NHSNESPU30A,Lost,3.0
NHSNESP60T79QP,Lost,4.0
NHSMWSP50T59Q,Lost,4.0
MSRSTX442,Loyal,9.0
NHSUSSP100OAP,Lost,3.0
NHSNESPU30AP,Lost,3.0
NHSNESP60T79AP,Lost,3.0
NHSMWSP50T59AP,Lost,3.0
NHSMWSP50T59A,Lost,3.0
MRTSSM4541USN,Champions,13.0
MSRSMI442,Lost,5.0
MSRSTN442,Lost,5.0
MSRSWI442,Lost,5.0
MSRSGA442,Lost,5.0
MSRSMO442,Lost,5.0
MSRSMS442,Lost,5.0
MSRSNE442,Lost,5.0
MSRSVT442,Lost,5.0
MSRSAL442,Lost,5.0
MSRSMN442,Lost,5.0
MSRSCT442,Lost,5.0
MSRSAK442,Lost,5.0
MSRSME442,Lost,5.0
MSRSUT442,Lost,5.0
MSRSCO442,Lost,5.0
MSRSMD442,Lost,5.0
MSRSDE442,Lost,5.0
MSRSID442,Lost,5.0
MSRSLA442,Lost,5.0
MSRSVA442,Lost,5.0
MSRSIA442,Lost,5.0
MSRSOH442,Lost,5.0
MSRSKS442,Lost,5.0
MSRSOR442,Lost,5.0
MSRSAR442,Lost,5.0
MSRSIN442,Lost,5.0
MSRSOK442,Lost,5.0
MSRSMT442,Lost,5.0
MSRSPA442,Lost,5.0
MSRSWY442,Lost,5.0
MSRSNV442,Lost,5.0
MSRSNM442,Lost,5.0
MSRSNJ442,Lost,5.0
MSRSRI442,Lost,5.0
MSRSSC442,Lost,5.0
MSRSND442,Lost,5.0
MSRSNH442,Lost,5.0
MSRSSD442,Lost,5.0
MSRSWV442,Lost,5.0
MSRSDC442,Lost,5.0
MRTSSM442299USN,Lost,5.0
MSRSCA442,Lost,5.0
MSRSKY442,Lost,5.0
MSRSNY442,Lost,5.0
MSRSNC442,Lost,5.0
CXU800721LB1205M,Lost,3.0
BOXRCPSNSA,Loyal,9.0
CHXRCPSNSA,Loyal,9.0
LXXRCPSNSA,Loyal,9.0
TX42442000M158FRBDAL,Loyal,9.0
MSPTFCM,Champions,10.0
TX42442000M175FRBDAL,Lost,5.0
COMPPFST1FQ,Champions,10.0
ESALESOQ176N,Loyal,8.0
NHSSPMWT,Loyal,8.0
COMPPFS1FQ,Loyal,8.0
NHSSPNET,Loyal,8.0
ASPTFCM,Loyal,8.0
ASPTFFHAI,Loyal,8.0
NHSUSSP70T79PQ,Loyal,8.0
NHSUSSP50T59,Loyal,9.0
HSN1FWNSA,Loyal,9.0
HSTFVAG,Loyal,8.0
HSN1FNENSA,Loyal,9.0
ERNTSLDWEQ176N,Loyal,8.0
NHSUSSP50T59P,Lost,5.0
NHSUSSP50T59AP,Lost,3.0
NHSUSSP50T59PQ,Lost,4.0
NHSUSSP60T79AP,Lost,3.0
NHSUSSP60T79P,Lost,5.0
NHSSSPU30AP,Lost,3.0
NHSSSPU30QP,Lost,4.0
NHSUSSP70T79Q,Lost,4.0
NHSUSSP70T79A,Lost,3.0
NHSUSSP50T59Q,Lost,4.0
NHSUSSP50T59A,Lost,3.0
NHSUSSP60T79,Lost,5.0
NHSUSSP60T79A,Lost,3.0
NHSSSPU30Q,Lost,4.0
NHSSSPU30A,Lost,3.0
NHSWSP40T49AP,Lost,3.0
NHSWSP40T49QP,Lost,4.0
NHSNESP40T49QP,Lost,4.0
NHSSSP60T79QP,Lost,4.0
NHSSSP30T39QP,Lost,4.0
NHSSSP30T39AP,Lost,3.0
NHSMWSP30T39QP,Lost,4.0
NHSWSP40T49Q,Lost,4.0
NHSWSP40T49A,Lost,3.0
NHSNESP40T49Q,Lost,4.0
NHSNESP40T49A,Lost,3.0
NHSSSP60T79A,Lost,3.0
NHSSSP60T79Q,Lost,4.0
NHSSSP30T39A,Lost,3.0
NHSMWSP30T39A,Lost,3.0
NHSMWSP30T39Q,Lost,4.0
NHSUSSP70T79AP,Lost,3.0
NHSNESP40T49AP,Lost,3.0
NHSSSP60T79AP,Lost,3.0
NHSMWSP30T39AP,Lost,3.0
NHSSSP30T39Q,Lost,4.0
HOUSTPFST2UMSQ,Lost,4.0
HOUSTPFST2UMWQ,Lost,4.0
HOUSTPFST2UMMWQ,Lost,4.0
HOUSTPFST2UMNEQ,Lost,4.0
A863RG3A086NBEA,Champions,9.0
M06F3AUSM516SNBR,Lost,5.0
TX42442000MC175FRBDAL,Lost,5.0
NHSUSSP50T74,Champions,11.0
CXURNTDWELLLB1205M,Lost,3.0
CXUOWNDWELLLB1205M,Lost,3.0
CXUOWNEXPENLB1205M,Lost,3.0
CXUHOUSINGLB1205M,Lost,3.0
ESALEMWQ176N,Lost,4.0
ESALENEQ176N,Lost,4.0
ESALEWEQ176N,Lost,4.0
NHSSPST,Lost,4.0
NHSSPWT,Lost,4.0
NHSWSPTQP,Lost,4.0
NHSWSPTAP,Lost,3.0
NHSSSPTAP,Lost,3.0
NHSSSPTQP,Lost,4.0
NHSMWSPTQP,Lost,4.0
NHSMWSPTAP,Lost,3.0
NHSNESPTQP,Lost,4.0
NHSNESPTAP,Lost,3.0
MRTSMPCSM442299USN,Lost,5.0
NHSWSPTA,Lost,3.0
NHSUSSP90T99AP,Lost,3.0
NHSUSSP80T99PQ,Lost,4.0
NHSSSPTA,Lost,3.0
NHSMWSPTA,Lost,3.0
NHSNESPTA,Lost,3.0
NHSUSSP60T69PQ,Lost,4.0
HOUSTPFST1FWQ,Lost,4.0
HOUSTPFST1FSQ,Lost,4.0
HOUSTPFST1FMWQ,Lost,4.0
HOUSTPFST1FNEQ,Lost,4.0
COMPPFST1FSQ,Lost,4.0
COMPPFST1FWQ,Lost,4.0
COMPPFST1FMWQ,Lost,4.0
COMPPFST2UMWQ,Lost,4.0
COMPPFST1FNEQ,Lost,4.0
COMPPFST2UMSQ,Lost,4.0
COMPPFST2UMMWQ,Lost,4.0
COMPPFST2UMNEQ,Lost,4.0
HOUSTPFS1FNEQ,Lost,4.0
HOUSTPFS1FWQ,Lost,4.0
HOUSTPFS1FSQ,Lost,4.0
HOUSTPFS1FMWQ,Lost,4.0
ASPTFVAG,Lost,4.0
NHSUSSP80T99Q,Lost,4.0
COMPPFS1FMWQ,Lost,4.0
NHSUSSP80T89Q,Lost,4.0
NHSUSSP80T89A,Lost,3.0
NHSUSSP60T69A,Lost,3.0
NHSUSSP60T69Q,Lost,4.0
NHSWSPU30A,Lost,3.0
NHSWSPU30Q,Lost,4.0
NHSMWSPU30Q,Lost,4.0
COMPPFS1FSQ,Lost,4.0
COMPPFS1FNEQ,Lost,4.0
COMPPFS1FWQ,Lost,4.0
NHSNESP80T99QP,Lost,4.0
NHSNESP50T59QP,Lost,4.0
NHSMWSP60T79AP,Lost,3.0
NHSNESP100OAP,Lost,3.0
NHSNESP100OQP,Lost,4.0
NHSSSP80T99QP,Lost,4.0
NHSSSP80T99AP,Lost,3.0
NHSMWSP100OAP,Lost,3.0
NHSMWSP100OQP,Lost,4.0
NHSSSP50T59QP,Lost,4.0
NHSSSP50T59AP,Lost,3.0
NHSNESP30T39AP,Lost,3.0
NHSMWSP40T49QP,Lost,4.0
NHSMWSP40T49AP,Lost,3.0
NHSSSP100OAP,Lost,3.0
NHSWSP30T39AP,Lost,3.0
NHSWSP80T99QP,Lost,4.0
NHSWSP100OQP,Lost,4.0
NHSWSP50T59AP,Lost,3.0
NHSWSP50T59QP,Lost,4.0
NHSMWSP80T99Q,Lost,4.0
NHSNESP80T99A,Lost,3.0
NHSMWSP60T79Q,Lost,4.0
NHSMWSP60T79A,Lost,3.0
NHSNESP100OQ,Lost,4.0
NHSSSP80T99A,Lost,3.0
NHSMWSP100OA,Lost,3.0
NHSSSP40T49Q,Lost,4.0
NHSSSP40T49A,Lost,3.0
NHSSSP50T59A,Lost,3.0
NHSNESP30T39A,Lost,3.0
NHSMWSP40T49Q,Lost,4.0
NHSMWSP40T49A,Lost,3.0
NHSSSP100OA,Lost,3.0
NHSSSP100OQ,Lost,4.0
NHSWSP30T39A,Lost,3.0
NHSWSP80T99A,Lost,3.0
NHSWSP100OQ,Lost,4.0
PCU52421052421010102,Lost,5.0
ERNTSLDSOQ176N,Lost,4.0
ERNTSLDMWQ176N,Lost,4.0
ERNTSLDNEQ176N,Lost,4.0
NHSUSSP50T74Q,Lost,4.0
NHSUSSP50T74P,Lost,5.0
NHSUSSP50T74QP,Lost,4.0
NHSUSSP50T74AP,Lost,3.0
NHSUSSP50T74A,Lost,3.0
NHSUSSP80T89AP,Lost,3.0
NHSUSSP80T89PQ,Lost,4.0
NHSUSSP60T69AP,Lost,3.0
NHSWSPU30AP,Lost,3.0
NHSWSPU30QP,Lost,4.0
NHSMWSPU30AP,Lost,3.0
NHSMWSPU30QP,Lost,4.0
NHSUSSP90T99A,Lost,3.0
NHSMWSPU30A,Lost,3.0
NHSMWSP80T99AP,Lost,3.0
NHSMWSP80T99QP,Lost,4.0
NHSNESP80T99AP,Lost,3.0
NHSNESP50T59AP,Lost,3.0
NHSMWSP60T79QP,Lost,4.0
NHSSSP40T49AP,Lost,3.0
NHSSSP40T49QP,Lost,4.0
NHSNESP30T39QP,Lost,4.0
NHSSSP100OQP,Lost,4.0
NHSWSP30T39QP,Lost,4.0
NHSWSP80T99AP,Lost,3.0
NHSWSP100OAP,Lost,3.0
NHSMWSP80T99A,Lost,3.0
NHSNESP80T99Q,Lost,4.0
NHSNESP50T59A,Lost,3.0
NHSNESP50T59Q,Lost,4.0
NHSNESP100OA,Lost,3.0
NHSSSP80T99Q,Lost,4.0
NHSMWSP100OQ,Lost,4.0
NHSSSP50T59Q,Lost,4.0
NHSNESP30T39Q,Lost,4.0
NHSWSP30T39Q,Lost,4.0
NHSWSP80T99Q,Lost,4.0
NHSWSP100OA,Lost,3.0
NHSWSP50T59A,Lost,3.0
NHSWSP50T59Q,Lost,4.0
A863RA3A086NBEA,Champions,9.0
SPRSNSAUS,Loyal,9.0
NHSUSSP15T19,Loyal,9.0
NHSUSSP12T14Q,Loyal,8.0
NHSUSSP20T29,Loyal,9.0
NHSUSSP25T29AP,Loyal,7.0
MSPTFVAG,Loyal,8.0
NHSSPW50T74,Loyal,8.0
NHSSPW20T29,Loyal,8.0
NHSUSSP15T19Q,Lost,4.0
NHSUSSP15T19P,Lost,5.0
NHSUSSP15T19AP,Lost,3.0
NHSUSSP15T19QP,Lost,4.0
NHSUSSP12T15QP,Lost,4.0
NHSUSSP12T15AP,Lost,3.0
NHSUSSP20T29P,Lost,5.0
NHSUSSP20T24Q,Lost,4.0
NHSUSSP20T24AP,Lost,3.0
NHSUSSP20T24QP,Lost,4.0
NHSUSSP25T29Q,Lost,4.0
NHSUSSP25T29QP,Lost,4.0
NHSUSSP15T19A,Lost,3.0
NHSUSSP12T15A,Lost,3.0
NHSUSSP20T24A,Lost,3.0
NHSUSSP25T29A,Lost,3.0
NHSWSP50T74AP,Lost,3.0
NHSWSP50T74QP,Lost,4.0
NHSWSP50T74A,Lost,3.0
NHSWSP60T79AP,Lost,3.0
NHSWSP60T79QP,Lost,4.0
NHSWSP60T79A,Lost,3.0
NHSWSP60T79Q,Lost,4.0
A863RW2A224NBEA,Loyal,7.0
SPRMNSAUS,Lost,5.0
NHSUSSPU15,Lost,5.0
NHSUSSPU15P,Lost,5.0
NHSUSSPU12Q,Lost,4.0
NHSUSSPU12AP,Lost,3.0
NHSUSSPU12QP,Lost,4.0
NHSSPSU15,Lost,4.0
NHSUSSPU12A,Lost,3.0
NHSSPMWU15,Lost,4.0
NHSSPWU2,Lost,4.0
NHSSPNEU2,Lost,4.0
NHSWSPU20AP,Lost,3.0
NHSWSPU20QP,Lost,4.0
NHSSSPU15AP,Lost,3.0
NHSSSPU15QP,Lost,4.0
NHSMWSPU15QP,Lost,4.0
NHSMWSPU15AP,Lost,3.0
NHSNESPU20AP,Lost,3.0
NHSNESPU20QP,Lost,4.0
NHSSPW75O,Lost,4.0
NHSSPS50O,Lost,4.0
NHSSPMW50O,Lost,4.0
NHSSPNE75O,Lost,4.0
NHSSPMW20T29,Lost,4.0
NHSSPMW30T49,Lost,4.0
NHSSPNE30T49,Lost,4.0
NHSSPW30T49,Lost,4.0
NHSWSPU20A,Lost,3.0
